id,year,gender,school_dependence,ivm_colegio,nem,nem_score,rank_score,ptje_ponderado,ptje_leng_paes,ptje_m1_paes,ptje_m2_paes,alerta_cero,deserta,target
30,2023,M,Particular Subvencionado,17.6653986376331,6.03,722.0,782.0,619.3000000000001,745.0,539.0,413.0,Riesgo Bajo,0.0,0
31,2023,M,Municipal,22.2127759794853,5.35,526.0,527.0,552.35,756.0,614.0,463.0,Riesgo Alto,0.0,1
32,2023,M,Particular Subvencionado,14.6481757552505,6.08,736.0,741.0,658.0500000000001,800.0,713.0,533.0,Riesgo Bajo,0.0,0
33,2023,M,Particular Pagado,0.0,6.28,793.0,790.0,720.9000000000001,813.0,949.0,775.0,Riesgo Bajo,0.0,0
34,2023,F,Municipal,21.0368839661417,6.05,729.0,752.0,770.6500000000001,888.0,1000.0,985.0,Riesgo Bajo,0.0,0
35,2023,M,Particular Subvencionado,17.7961501828499,6.0,715.0,760.0,623.6500000000001,644.0,663.0,486.0,Riesgo Bajo,0.0,0
36,2023,M,Municipal,18.8371745215681,6.13,752.0,790.0,668.9,861.0,678.0,495.0,Riesgo Bajo,0.0,0
37,2023,M,Particular Subvencionado,17.7961501828499,6.25,787.0,835.0,748.05,868.0,996.0,873.0,Riesgo Medio,0.0,1
38,2023,M,Particular Subvencionado,15.8788901987566,6.0,715.0,738.0,592.55,714.0,514.0,398.0,Riesgo Bajo,0.0,0
39,2023,M,Municipal,21.6573103608043,6.1,743.0,779.0,606.6,745.0,520.0,403.0,Riesgo Bajo,0.0,0
40,2023,F,Particular Subvencionado,14.5417803032652,5.73,636.0,635.0,627.15,843.0,643.0,480.0,Riesgo Bajo,1.0,0
41,2023,M,Municipal,21.2021126459622,5.63,609.0,634.0,505.55,642.0,454.0,358.0,Riesgo Medio,0.0,1
42,2023,M,Particular Subvencionado,14.6481757552505,5.58,594.0,594.0,594.8,813.0,663.0,486.0,Riesgo Medio,1.0,1
43,2023,M,Particular Subvencionado,17.723557131912,5.3,513.0,513.0,500.59999999999997,628.0,539.0,413.0,Riesgo Alto,0.0,1
44,2023,M,Particular Subvencionado,17.5553064298647,5.5,574.0,574.0,581.0,829.0,628.0,474.0,Riesgo Medio,0.0,1
45,2023,M,Particular Subvencionado,13.7239342433414,6.35,814.0,959.0,782.25,880.0,947.0,770.0,Riesgo Bajo,0.0,0
46,2023,M,Particular Subvencionado,0.0,5.73,640.0,643.0,564.45,698.0,539.0,413.0,Riesgo Mínimo,0.0,0
47,2024,M,Particular Subvencionado,0.0,5.7,630.0,638.0,563.6,864.0,661.0,485.0,Riesgo Bajo,0.0,0
48,2024,F,Municipal,0.0,6.63,895.0,917.0,676.1,785.0,534.0,412.0,Riesgo Bajo,1.0,0
49,2024,M,Particular Subvencionado,0.0,6.28,793.0,795.0,648.6,807.0,598.0,447.0,Riesgo Medio,0.0,1
50,2024,M,Municipal,0.0,5.9,685.0,694.0,687.85,738.0,967.0,810.0,Riesgo Mínimo,0.0,0
51,2024,F,Particular Subvencionado,0.0,6.18,765.0,770.0,614.75,615.0,567.0,425.0,Riesgo Alto,1.0,1
52,2024,M,Particular Subvencionado,0.0,5.93,694.0,725.0,586.0500000000001,648.0,548.0,418.0,Riesgo Alto,0.0,1
53,2024,F,Particular Subvencionado,0.0,6.3,799.0,826.0,738.5500000000001,832.0,915.0,724.0,Riesgo Mínimo,0.0,0
54,2024,M,Particular Subvencionado,0.0,5.3,510.0,510.0,531.3,641.0,707.0,525.0,Riesgo Bajo,0.0,0
55,2024,F,Municipal,0.0,5.58,595.0,595.0,532.9,688.0,524.0,407.0,Riesgo Alto,1.0,1
56,2024,M,Municipal,0.0,6.25,787.0,861.0,633.3000000000001,728.0,524.0,407.0,Riesgo Medio,1.0,1
57,2024,M,Particular Subvencionado,0.0,5.98,709.0,749.0,655.2,785.0,707.0,525.0,Riesgo Bajo,1.0,0
58,2024,M,Municipal,0.0,6.38,823.0,862.0,665.1500000000001,701.0,638.0,478.0,Riesgo Medio,0.0,1
59,2023,M,Particular Subvencionado,13.867860065897,5.85,671.0,671.0,552.1999999999999,813.0,469.0,365.0,Riesgo Mínimo,1.0,0
60,2024,F,Particular Subvencionado,0.0,6.58,879.0,952.0,811.65,815.0,1000.0,977.0,Riesgo Bajo,0.0,0
61,2023,M,Particular Subvencionado,16.2898755651944,6.58,879.0,952.0,747.8499999999999,784.0,931.0,746.0,Riesgo Medio,0.0,1
62,2023,M,Particular Subvencionado,17.2545196175638,5.53,580.0,580.0,551.1,829.0,551.0,420.0,Riesgo Medio,1.0,1
63,2023,M,Municipal,18.8371745215681,5.63,609.0,609.0,558.8,714.0,614.0,463.0,Riesgo Medio,0.0,1
64,2023,F,Municipal,19.5866510108529,6.05,727.0,738.0,657.95,877.0,643.0,480.0,Riesgo Medio,0.0,1
65,2023,F,Particular Subvencionado,16.0044828460174,6.4,829.0,904.0,710.15,829.0,678.0,495.0,Riesgo Bajo,1.0,0
66,2023,M,Particular Subvencionado,16.8519135083469,6.1,742.0,766.0,646.0000000000001,813.0,628.0,474.0,Riesgo Mínimo,0.0,0
67,2023,M,Particular Subvencionado,20.0185359893477,6.03,722.0,727.0,626.95,714.0,614.0,463.0,Riesgo Mínimo,0.0,0
68,2024,M,Particular Subvencionado,0.0,5.68,623.0,623.0,548.8,641.0,520.0,403.0,Riesgo Alto,1.0,1
69,2024,M,Municipal,0.0,6.05,729.0,794.0,646.0999999999999,875.0,623.0,471.0,Riesgo Medio,0.0,1
70,2024,F,Particular Subvencionado,0.0,5.68,623.0,686.0,606.45,859.0,598.0,447.0,Riesgo Alto,0.0,1
71,2024,F,Municipal,0.0,6.38,823.0,874.0,642.15,791.0,505.0,392.0,Riesgo Medio,0.0,1
72,2024,M,Municipal,0.0,5.43,551.0,557.0,553.4,719.0,638.0,478.0,Riesgo Medio,1.0,1
73,2023,M,Particular Subvencionado,17.1174774132296,5.95,699.0,702.0,663.95,829.0,819.0,617.0,Riesgo Alto,1.0,1
74,2023,M,Municipal,14.5757976994264,6.75,928.0,950.0,742.75,972.0,819.0,617.0,Riesgo Medio,0.0,1
75,2024,M,Particular Subvencionado,0.0,6.38,823.0,864.0,725.9000000000001,868.0,935.0,751.0,Riesgo Alto,1.0,1
76,2023,M,Particular Subvencionado,14.614120659143,6.6,886.0,900.0,779.55,854.0,994.0,861.0,Riesgo Bajo,0.0,0
77,2025,M,Particular Pagado,0.0,6.95,985.0,1000.0,800.7,928.0,980.0,841.0,Riesgo Medio,1.0,1
78,2023,M,Municipal,20.7782555827314,6.4,828.0,851.0,744.1999999999999,917.0,931.0,746.0,Riesgo Medio,0.0,1
79,2023,F,Particular Subvencionado,18.4443299637591,6.23,779.0,823.0,687.9499999999999,813.0,862.0,661.0,Riesgo Alto,0.0,1
80,2024,F,Municipal,0.0,6.73,922.0,984.0,816.9499999999999,953.0,998.0,911.0,Riesgo Bajo,0.0,0
81,2023,F,Particular Subvencionado,16.9277018960584,6.6,886.0,914.0,658.15,756.0,601.0,451.0,Riesgo Alto,0.0,1
82,2024,F,Municipal,0.0,5.88,681.0,746.0,598.85,803.0,548.0,418.0,Riesgo Medio,1.0,1
83,2024,M,Particular Subvencionado,0.0,5.55,587.0,587.0,547.8,861.0,525.0,408.0,Riesgo Alto,1.0,1
84,2024,M,Particular Subvencionado,0.0,5.75,644.0,644.0,589.0,596.0,675.0,492.0,Riesgo Bajo,0.0,0
85,2024,M,Particular Subvencionado,0.0,6.43,837.0,859.0,707.5999999999999,538.0,862.0,661.0,Riesgo Bajo,0.0,0
86,2024,M,Municipal,0.0,5.95,699.0,706.0,661.1500000000001,803.0,862.0,661.0,Riesgo Mínimo,0.0,0
87,2024,M,Municipal,0.0,6.53,865.0,877.0,591.4,480.0,469.0,365.0,Riesgo Alto,0.0,1
88,2024,M,Particular Subvencionado,0.0,6.0,715.0,766.0,608.85,775.0,548.0,418.0,Riesgo Medio,0.0,1
89,2024,M,Particular Subvencionado,0.0,5.9,686.0,686.0,623.4,701.0,707.0,525.0,Riesgo Bajo,0.0,0
90,2024,M,Particular Subvencionado,0.0,5.5,574.0,577.0,568.5500000000001,559.0,707.0,525.0,Riesgo Bajo,0.0,0
91,2024,M,Particular Subvencionado,0.0,5.88,680.0,680.0,645.7,738.0,896.0,691.0,Riesgo Mínimo,0.0,0
92,2024,M,Municipal,0.0,5.8,658.0,685.0,649.35,975.0,638.0,478.0,Riesgo Bajo,0.0,0
93,2024,M,Particular Subvencionado,0.0,5.6,601.0,601.0,538.9,631.0,582.0,436.0,Riesgo Alto,0.0,1
94,2024,M,Particular Subvencionado,0.0,5.45,558.0,558.0,533.5,748.0,707.0,525.0,Riesgo Bajo,1.0,0
95,2024,M,Particular Subvencionado,0.0,5.43,554.0,554.0,563.5999999999999,738.0,661.0,485.0,Riesgo Bajo,0.0,0
96,2024,M,Particular Subvencionado,0.0,6.05,729.0,766.0,544.75,472.0,469.0,365.0,Riesgo Alto,1.0,1
97,2024,M,Municipal,0.0,5.78,652.0,663.0,615.75,785.0,661.0,485.0,Riesgo Bajo,0.0,0
98,2024,M,Particular Subvencionado,0.0,5.8,658.0,670.0,584.6,564.0,623.0,471.0,Riesgo Alto,1.0,1
99,2024,M,Particular Subvencionado,0.0,5.88,681.0,703.0,642.6999999999999,732.0,743.0,558.0,Riesgo Bajo,0.0,0
100,2023,M,Particular Subvencionado,12.0493187048002,6.83,951.0,983.0,766.6,902.0,819.0,617.0,Riesgo Medio,0.0,1
101,2023,M,Particular Pagado,0.0,6.2,771.0,771.0,716.15,958.0,862.0,661.0,Riesgo Mínimo,0.0,0
102,2023,M,Particular Subvencionado,13.7389572671442,6.58,879.0,898.0,682.4000000000001,800.0,691.0,507.0,Riesgo Bajo,0.0,0
103,2023,M,Municipal,20.7782555827314,6.05,727.0,736.0,713.65,943.0,846.0,645.0,Riesgo Bajo,0.0,0
104,2023,M,Particular Subvencionado,17.0039226344287,6.28,793.0,831.0,758.2,943.0,912.0,719.0,Riesgo Bajo,0.0,0
105,2023,M,Particular Subvencionado,15.4456999072912,6.0,713.0,721.0,683.15,877.0,894.0,689.0,Riesgo Alto,0.0,1
106,2023,M,Particular Subvencionado,0.0,5.85,675.0,700.0,510.45,663.0,469.0,365.0,Riesgo Alto,0.0,1
107,2023,M,Municipal,16.8540338042366,6.73,922.0,1000.0,798.1499999999999,929.0,974.0,821.0,Riesgo Bajo,0.0,0
108,2023,M,Particular Pagado,0.0,6.8,942.0,980.0,758.9499999999999,784.0,877.0,671.0,Riesgo Medio,0.0,1
109,2024,F,Particular Pagado,0.0,5.95,699.0,699.0,630.6,877.0,608.0,459.0,Riesgo Medio,0.0,1
110,2024,F,Particular Subvencionado,0.0,6.73,922.0,976.0,824.1,958.0,999.0,938.0,Riesgo Mínimo,0.0,0
111,2024,M,Municipal,0.0,6.63,893.0,913.0,683.6,696.0,598.0,447.0,Riesgo Bajo,0.0,0
112,2024,M,Particular Subvencionado,0.0,6.7,914.0,962.0,780.85,868.0,967.0,810.0,Riesgo Medio,0.0,1
113,2024,M,Particular Subvencionado,0.0,6.85,956.0,969.0,798.6500000000001,886.0,967.0,810.0,Riesgo Bajo,0.0,0
114,2024,M,Particular Subvencionado,0.0,5.68,622.0,622.0,599.8000000000001,803.0,638.0,478.0,Riesgo Medio,1.0,1
115,2024,F,Particular Subvencionado,0.0,5.83,664.0,664.0,538.1,480.0,512.0,397.0,Riesgo Alto,0.0,1
116,2024,M,Municipal,0.0,5.93,694.0,694.0,543.9000000000001,775.0,534.0,412.0,Riesgo Alto,0.0,1
117,2024,M,Municipal,0.0,5.83,664.0,671.0,644.95,682.0,862.0,661.0,Riesgo Mínimo,0.0,0
118,2024,M,Municipal,0.0,6.23,780.0,1000.0,828.0,895.0,992.0,858.0,Riesgo Bajo,0.0,0
119,2023,F,Particular Subvencionado,19.5236123800593,5.88,680.0,739.0,579.9499999999999,719.0,500.0,387.0,Riesgo Bajo,0.0,0
120,2024,M,Particular Subvencionado,0.0,5.58,594.0,594.0,654.95,902.0,949.0,775.0,Riesgo Bajo,1.0,0
121,2023,M,Municipal,18.8371745215681,5.8,658.0,669.0,583.45,684.0,587.0,440.0,Riesgo Mínimo,0.0,0
122,2023,M,Municipal,17.1624581574511,6.0,715.0,744.0,594.95,745.0,525.0,408.0,Riesgo Mínimo,0.0,0
123,2024,M,Particular Subvencionado,0.0,6.23,779.0,783.0,713.2,873.0,973.0,819.0,Riesgo Mínimo,0.0,0
124,2023,M,Particular Subvencionado,17.7961501828499,5.68,623.0,641.0,632.4000000000001,813.0,788.0,590.0,Riesgo Medio,0.0,1
125,2024,M,Municipal,0.0,6.3,801.0,836.0,623.65,487.0,567.0,425.0,Riesgo Medio,1.0,1
126,2024,M,Particular Subvencionado,0.0,5.63,608.0,608.0,568.7,579.0,659.0,483.0,Riesgo Bajo,0.0,0
127,2023,M,Particular Subvencionado,19.0729923225993,6.6,886.0,970.0,682.3,800.0,678.0,495.0,Riesgo Mínimo,1.0,0
128,2024,F,Municipal,0.0,6.48,851.0,920.0,682.15,850.0,534.0,412.0,Riesgo Alto,1.0,1
129,2024,M,Particular Subvencionado,0.0,6.8,942.0,1000.0,771.5,761.0,814.0,613.0,Riesgo Mínimo,0.0,0
130,2024,M,Particular Subvencionado,0.0,5.98,709.0,714.0,585.85,604.0,582.0,436.0,Riesgo Alto,0.0,1
131,2024,F,Particular Subvencionado,0.0,6.48,851.0,868.0,647.55,859.0,623.0,471.0,Riesgo Bajo,0.0,0
132,2024,M,Particular Subvencionado,0.0,5.35,526.0,527.0,562.85,866.0,638.0,478.0,Riesgo Medio,0.0,1
133,2024,F,Municipal,0.0,6.88,965.0,983.0,795.2499999999999,975.0,952.0,780.0,Riesgo Bajo,0.0,0
134,2024,M,Particular Subvencionado,0.0,6.88,965.0,1000.0,825.9000000000001,991.0,984.0,848.0,Riesgo Bajo,0.0,0
135,2024,F,Particular Subvencionado,0.0,6.75,928.0,979.0,759.65,854.0,743.0,558.0,Riesgo Mínimo,0.0,0
136,2024,M,Particular Subvencionado,0.0,6.13,751.0,761.0,721.6,872.0,935.0,751.0,Riesgo Mínimo,0.0,0
137,2024,M,Particular Subvencionado,0.0,6.2,771.0,771.0,628.0,732.0,567.0,425.0,Riesgo Medio,0.0,1
138,2024,M,Municipal,0.0,6.28,794.0,829.0,594.45,745.0,548.0,418.0,Riesgo Medio,0.0,1
139,2024,M,Particular Pagado,0.0,6.35,814.0,837.0,698.0500000000001,807.0,707.0,525.0,Riesgo Mínimo,1.0,0
140,2024,M,Municipal,0.0,5.93,695.0,720.0,647.7500000000001,641.0,783.0,586.0,Riesgo Bajo,0.0,0
141,2024,M,Municipal,0.0,5.6,601.0,601.0,579.7,803.0,598.0,447.0,Riesgo Alto,0.0,1
142,2024,M,Municipal,0.0,6.2,771.0,783.0,594.3,495.0,524.0,407.0,Riesgo Alto,0.0,1
143,2024,M,Municipal,0.0,6.2,771.0,822.0,617.25,648.0,534.0,412.0,Riesgo Alto,0.0,1
144,2024,M,Particular Subvencionado,0.0,5.6,601.0,648.0,567.65,682.0,598.0,447.0,Riesgo Alto,0.0,1
145,2024,M,Municipal,0.0,6.03,724.0,744.0,623.3,719.0,598.0,447.0,Riesgo Medio,1.0,1
146,2024,M,Municipal,0.0,6.18,766.0,807.0,610.85,592.0,520.0,403.0,Riesgo Alto,0.0,1
147,2024,F,Particular Subvencionado,0.0,5.78,652.0,674.0,608.7,770.0,661.0,485.0,Riesgo Bajo,1.0,0
148,2024,M,Municipal,0.0,6.03,722.0,722.0,669.7,696.0,843.0,643.0,Riesgo Bajo,0.0,0
149,2024,F,Municipal,0.0,6.15,757.0,791.0,634.0,615.0,608.0,459.0,Riesgo Alto,0.0,1
150,2024,M,Municipal,0.0,5.48,571.0,571.0,543.8,559.0,609.0,459.0,Riesgo Alto,0.0,1
151,2024,M,Municipal,0.0,6.33,808.0,871.0,738.25,815.0,915.0,724.0,Riesgo Mínimo,0.0,0
152,2024,M,Particular Subvencionado,0.0,6.08,736.0,737.0,599.65,608.0,548.0,418.0,Riesgo Alto,1.0,1
153,2024,M,Particular Subvencionado,0.0,6.73,922.0,969.0,862.4499999999999,959.0,998.0,911.0,Riesgo Mínimo,0.0,0
154,2024,M,Particular Subvencionado,0.0,5.63,609.0,609.0,588.1999999999999,728.0,661.0,485.0,Riesgo Bajo,0.0,0
155,2024,M,Particular Subvencionado,0.0,5.95,699.0,699.0,603.4000000000001,625.0,598.0,447.0,Riesgo Alto,0.0,1
156,2024,M,Particular Subvencionado,0.0,5.83,667.0,691.0,608.7,728.0,598.0,447.0,Riesgo Alto,0.0,1
157,2024,F,Particular Subvencionado,0.0,5.58,595.0,595.0,518.2,820.0,475.0,370.0,Riesgo Alto,0.0,1
158,2024,M,Municipal,0.0,6.08,738.0,777.0,668.85,583.0,896.0,691.0,Riesgo Bajo,0.0,0
159,2024,M,Particular Subvencionado,0.0,6.1,742.0,755.0,646.75,902.0,601.0,451.0,Riesgo Medio,1.0,1
160,2024,M,Particular Subvencionado,0.0,5.88,680.0,680.0,606.5,866.0,567.0,425.0,Riesgo Medio,1.0,1
161,2024,F,Particular Subvencionado,0.0,6.43,837.0,875.0,648.7,497.0,582.0,436.0,Riesgo Medio,0.0,1
162,2024,M,Municipal,0.0,6.13,751.0,780.0,652.7499999999999,696.0,687.0,503.0,Riesgo Bajo,0.0,0
163,2024,M,Municipal,0.0,6.08,736.0,740.0,657.0,732.0,743.0,558.0,Riesgo Bajo,0.0,0
164,2024,M,Particular Subvencionado,0.0,6.45,843.0,893.0,651.8,599.0,567.0,425.0,Riesgo Medio,0.0,1
165,2024,M,Particular Subvencionado,0.0,6.65,900.0,922.0,740.0,837.0,743.0,558.0,Riesgo Mínimo,0.0,0
166,2023,M,Particular Subvencionado,15.3488154687738,5.63,608.0,608.0,557.6,813.0,539.0,413.0,Riesgo Medio,0.0,1
167,2023,M,Particular Subvencionado,21.2596144127496,6.45,843.0,949.0,651.55,854.0,539.0,413.0,Riesgo Alto,1.0,1
168,2023,M,Particular Subvencionado,16.3576904546251,6.23,779.0,804.0,618.75,606.0,572.0,428.0,Riesgo Mínimo,0.0,0
169,2024,F,Particular Subvencionado,0.0,6.25,785.0,793.0,687.9499999999999,846.0,952.0,780.0,Riesgo Bajo,0.0,0
170,2024,M,Municipal,0.0,6.68,907.0,1000.0,707.0999999999999,599.0,814.0,613.0,Riesgo Alto,0.0,1
171,2024,F,Municipal,0.0,6.9,970.0,1000.0,783.4499999999999,943.0,984.0,848.0,Riesgo Bajo,0.0,0
172,2024,M,Particular Subvencionado,0.0,6.35,814.0,820.0,554.75,377.0,499.0,385.0,Riesgo Alto,1.0,1
173,2024,F,Particular Subvencionado,0.0,6.83,951.0,1000.0,790.0999999999999,882.0,977.0,828.0,Riesgo Bajo,0.0,0
174,2024,F,Particular Subvencionado,0.0,6.98,994.0,1000.0,765.8000000000001,886.0,879.0,673.0,Riesgo Alto,0.0,1
175,2024,F,Particular Subvencionado,0.0,6.9,970.0,1000.0,812.5500000000001,857.0,996.0,870.0,Riesgo Bajo,0.0,0
176,2024,M,Municipal,0.0,6.28,793.0,830.0,654.65,785.0,598.0,447.0,Riesgo Medio,0.0,1
177,2024,M,Particular Subvencionado,0.0,6.38,823.0,885.0,684.6,837.0,582.0,436.0,Riesgo Bajo,0.0,0
178,2024,M,Municipal,0.0,6.05,729.0,740.0,618.05,757.0,598.0,447.0,Riesgo Medio,1.0,1
179,2024,M,Municipal,0.0,6.5,857.0,931.0,683.0,732.0,598.0,447.0,Riesgo Bajo,0.0,0
180,2024,M,Municipal,0.0,5.78,652.0,652.0,504.70000000000005,469.0,475.0,370.0,Riesgo Alto,1.0,1
181,2024,M,Municipal,0.0,5.4,545.0,545.0,518.2,682.0,534.0,412.0,Riesgo Alto,1.0,1
182,2024,M,Municipal,0.0,6.28,794.0,852.0,698.7,928.0,638.0,478.0,Riesgo Bajo,0.0,0
183,2024,M,Municipal,0.0,5.88,681.0,701.0,622.3,791.0,623.0,471.0,Riesgo Medio,0.0,1
184,2024,M,Particular Subvencionado,0.0,5.83,667.0,692.0,525.95,479.0,485.0,377.0,Riesgo Alto,1.0,1
185,2024,M,Municipal,0.0,5.75,644.0,661.0,500.95000000000005,748.0,485.0,377.0,Riesgo Alto,0.0,1
186,2024,M,Particular Subvencionado,0.0,5.68,622.0,622.0,578.2,701.0,675.0,492.0,Riesgo Bajo,0.0,0
187,2024,M,Municipal,0.0,5.95,700.0,718.0,641.5,837.0,661.0,485.0,Riesgo Bajo,1.0,0
188,2024,M,Municipal,0.0,5.43,554.0,554.0,562.9000000000001,815.0,623.0,471.0,Riesgo Alto,0.0,1
189,2024,M,Particular Subvencionado,0.0,5.48,571.0,571.0,511.09999999999997,517.0,524.0,407.0,Riesgo Alto,0.0,1
190,2024,M,Municipal,0.0,5.78,652.0,661.0,558.15,589.0,524.0,407.0,Riesgo Alto,1.0,1
191,2024,F,Particular Subvencionado,0.0,6.35,814.0,832.0,605.45,713.0,512.0,397.0,Riesgo Alto,0.0,1
192,2024,M,Particular Pagado,0.0,6.38,823.0,843.0,639.0,696.0,638.0,478.0,Riesgo Medio,0.0,1
193,2023,F,Particular Subvencionado,17.4937198079556,6.03,722.0,744.0,717.9000000000001,977.0,760.0,571.0,Riesgo Mínimo,0.0,0
194,2023,F,Particular Subvencionado,15.2991338041811,6.63,893.0,951.0,756.7,929.0,877.0,671.0,Riesgo Medio,0.0,1
195,2023,M,Municipal,24.3496934518387,5.6,599.0,599.0,529.0,745.0,520.0,403.0,Riesgo Medio,0.0,1
196,2024,M,Municipal,0.0,5.68,623.0,637.0,539.8000000000001,701.0,512.0,397.0,Riesgo Alto,1.0,1
197,2024,M,Municipal,0.0,6.0,715.0,747.0,666.6,688.0,814.0,613.0,Riesgo Bajo,0.0,0
198,2024,F,Particular Subvencionado,0.0,6.1,745.0,752.0,583.85,579.0,505.0,392.0,Riesgo Alto,1.0,1
199,2024,M,Municipal,0.0,6.5,857.0,903.0,764.3,857.0,952.0,780.0,Riesgo Mínimo,0.0,0
200,2024,M,Particular Subvencionado,0.0,6.58,879.0,928.0,728.75,815.0,675.0,492.0,Riesgo Bajo,0.0,0
201,2024,M,Municipal,0.0,6.28,794.0,829.0,665.7500000000001,713.0,623.0,471.0,Riesgo Medio,1.0,1
202,2024,M,Particular Subvencionado,0.0,6.7,915.0,927.0,705.6,719.0,661.0,485.0,Riesgo Bajo,1.0,0
203,2024,M,Particular Subvencionado,0.0,6.08,736.0,737.0,568.55,545.0,512.0,397.0,Riesgo Alto,0.0,1
204,2024,M,Municipal,0.0,6.48,851.0,895.0,670.2999999999998,791.0,675.0,492.0,Riesgo Alto,0.0,1
205,2024,M,Particular Subvencionado,0.0,6.4,829.0,842.0,649.45,592.0,582.0,436.0,Riesgo Medio,0.0,1
206,2024,M,Particular Subvencionado,0.0,5.75,643.0,643.0,577.7,745.0,572.0,428.0,Riesgo Alto,0.0,1
207,2024,M,Particular Subvencionado,0.0,5.25,497.0,497.0,555.9000000000001,846.0,608.0,459.0,Riesgo Alto,1.0,1
208,2024,M,Particular Subvencionado,0.0,6.18,766.0,811.0,680.75,832.0,687.0,503.0,Riesgo Mínimo,1.0,0
209,2024,F,Particular Subvencionado,0.0,6.33,808.0,821.0,761.95,888.0,967.0,810.0,Riesgo Bajo,0.0,0
210,2023,M,Municipal,14.4783068442274,6.4,828.0,873.0,791.75,977.0,899.0,697.0,Riesgo Mínimo,0.0,0
211,2024,F,Particular Subvencionado,0.0,6.85,956.0,987.0,748.6,807.0,843.0,643.0,Riesgo Medio,0.0,1
