id,year,gender,school_dependence,ivm_colegio,nem,nem_score,rank_score,ptje_ponderado,ptje_leng_paes,ptje_m1_paes,ptje_m2_paes,alerta_cero,deserta,target
70,2024,F,Particular Subvencionado,0.0,5.68,623.0,686.0,606.45,859.0,598.0,447.0,Riesgo Alto,0.0,1
71,2024,F,Municipal,0.0,6.38,823.0,874.0,642.15,791.0,505.0,392.0,Riesgo Medio,0.0,1
72,2024,M,Municipal,0.0,5.43,551.0,557.0,553.4,719.0,638.0,478.0,Riesgo Medio,1.0,1
75,2024,M,Particular Subvencionado,0.0,6.38,823.0,864.0,725.9000000000001,868.0,935.0,751.0,Riesgo Alto,1.0,1
80,2024,F,Municipal,0.0,6.73,922.0,984.0,816.9499999999999,953.0,998.0,911.0,Riesgo Bajo,0.0,0
82,2024,F,Municipal,0.0,5.88,681.0,746.0,598.85,803.0,548.0,418.0,Riesgo Medio,1.0,1
83,2024,M,Particular Subvencionado,0.0,5.55,587.0,587.0,547.8,861.0,525.0,408.0,Riesgo Alto,1.0,1
84,2024,M,Particular Subvencionado,0.0,5.75,644.0,644.0,589.0,596.0,675.0,492.0,Riesgo Bajo,0.0,0
85,2024,M,Particular Subvencionado,0.0,6.43,837.0,859.0,707.5999999999999,538.0,862.0,661.0,Riesgo Bajo,0.0,0
86,2024,M,Municipal,0.0,5.95,699.0,706.0,661.1500000000001,803.0,862.0,661.0,Riesgo Mínimo,0.0,0
87,2024,M,Municipal,0.0,6.53,865.0,877.0,591.4,480.0,469.0,365.0,Riesgo Alto,0.0,1
88,2024,M,Particular Subvencionado,0.0,6.0,715.0,766.0,608.85,775.0,548.0,418.0,Riesgo Medio,0.0,1
89,2024,M,Particular Subvencionado,0.0,5.9,686.0,686.0,623.4,701.0,707.0,525.0,Riesgo Bajo,0.0,0
90,2024,M,Particular Subvencionado,0.0,5.5,574.0,577.0,568.5500000000001,559.0,707.0,525.0,Riesgo Bajo,0.0,0
91,2024,M,Particular Subvencionado,0.0,5.88,680.0,680.0,645.7,738.0,896.0,691.0,Riesgo Mínimo,0.0,0
92,2024,M,Municipal,0.0,5.8,658.0,685.0,649.35,975.0,638.0,478.0,Riesgo Bajo,0.0,0
93,2024,M,Particular Subvencionado,0.0,5.6,601.0,601.0,538.9,631.0,582.0,436.0,Riesgo Alto,0.0,1
94,2024,M,Particular Subvencionado,0.0,5.45,558.0,558.0,533.5,748.0,707.0,525.0,Riesgo Bajo,1.0,0
95,2024,M,Particular Subvencionado,0.0,5.43,554.0,554.0,563.5999999999999,738.0,661.0,485.0,Riesgo Bajo,0.0,0
96,2024,M,Particular Subvencionado,0.0,6.05,729.0,766.0,544.75,472.0,469.0,365.0,Riesgo Alto,1.0,1
97,2024,M,Municipal,0.0,5.78,652.0,663.0,615.75,785.0,661.0,485.0,Riesgo Bajo,0.0,0
98,2024,M,Particular Subvencionado,0.0,5.8,658.0,670.0,584.6,564.0,623.0,471.0,Riesgo Alto,1.0,1
99,2024,M,Particular Subvencionado,0.0,5.88,681.0,703.0,642.6999999999999,732.0,743.0,558.0,Riesgo Bajo,0.0,0
109,2024,F,Particular Pagado,0.0,5.95,699.0,699.0,630.6,877.0,608.0,459.0,Riesgo Medio,0.0,1
110,2024,F,Particular Subvencionado,0.0,6.73,922.0,976.0,824.1,958.0,999.0,938.0,Riesgo Mínimo,0.0,0
111,2024,M,Municipal,0.0,6.63,893.0,913.0,683.6,696.0,598.0,447.0,Riesgo Bajo,0.0,0
112,2024,M,Particular Subvencionado,0.0,6.7,914.0,962.0,780.85,868.0,967.0,810.0,Riesgo Medio,0.0,1
113,2024,M,Particular Subvencionado,0.0,6.85,956.0,969.0,798.6500000000001,886.0,967.0,810.0,Riesgo Bajo,0.0,0
114,2024,M,Particular Subvencionado,0.0,5.68,622.0,622.0,599.8000000000001,803.0,638.0,478.0,Riesgo Medio,1.0,1
115,2024,F,Particular Subvencionado,0.0,5.83,664.0,664.0,538.1,480.0,512.0,397.0,Riesgo Alto,0.0,1
116,2024,M,Municipal,0.0,5.93,694.0,694.0,543.9000000000001,775.0,534.0,412.0,Riesgo Alto,0.0,1
117,2024,M,Municipal,0.0,5.83,664.0,671.0,644.95,682.0,862.0,661.0,Riesgo Mínimo,0.0,0
118,2024,M,Municipal,0.0,6.23,780.0,1000.0,828.0,895.0,992.0,858.0,Riesgo Bajo,0.0,0
120,2024,M,Particular Subvencionado,0.0,5.58,594.0,594.0,654.95,902.0,949.0,775.0,Riesgo Bajo,1.0,0
123,2024,M,Particular Subvencionado,0.0,6.23,779.0,783.0,713.2,873.0,973.0,819.0,Riesgo Mínimo,0.0,0
125,2024,M,Municipal,0.0,6.3,801.0,836.0,623.65,487.0,567.0,425.0,Riesgo Medio,1.0,1
126,2024,M,Particular Subvencionado,0.0,5.63,608.0,608.0,568.7,579.0,659.0,483.0,Riesgo Bajo,0.0,0
128,2024,F,Municipal,0.0,6.48,851.0,920.0,682.15,850.0,534.0,412.0,Riesgo Alto,1.0,1
129,2024,M,Particular Subvencionado,0.0,6.8,942.0,1000.0,771.5,761.0,814.0,613.0,Riesgo Mínimo,0.0,0
130,2024,M,Particular Subvencionado,0.0,5.98,709.0,714.0,585.85,604.0,582.0,436.0,Riesgo Alto,0.0,1
131,2024,F,Particular Subvencionado,0.0,6.48,851.0,868.0,647.55,859.0,623.0,471.0,Riesgo Bajo,0.0,0
132,2024,M,Particular Subvencionado,0.0,5.35,526.0,527.0,562.85,866.0,638.0,478.0,Riesgo Medio,0.0,1
133,2024,F,Municipal,0.0,6.88,965.0,983.0,795.2499999999999,975.0,952.0,780.0,Riesgo Bajo,0.0,0
134,2024,M,Particular Subvencionado,0.0,6.88,965.0,1000.0,825.9000000000001,991.0,984.0,848.0,Riesgo Bajo,0.0,0
135,2024,F,Particular Subvencionado,0.0,6.75,928.0,979.0,759.65,854.0,743.0,558.0,Riesgo Mínimo,0.0,0
136,2024,M,Particular Subvencionado,0.0,6.13,751.0,761.0,721.6,872.0,935.0,751.0,Riesgo Mínimo,0.0,0
137,2024,M,Particular Subvencionado,0.0,6.2,771.0,771.0,628.0,732.0,567.0,425.0,Riesgo Medio,0.0,1
138,2024,M,Municipal,0.0,6.28,794.0,829.0,594.45,745.0,548.0,418.0,Riesgo Medio,0.0,1
139,2024,M,Particular Pagado,0.0,6.35,814.0,837.0,698.0500000000001,807.0,707.0,525.0,Riesgo Mínimo,1.0,0
140,2024,M,Municipal,0.0,5.93,695.0,720.0,647.7500000000001,641.0,783.0,586.0,Riesgo Bajo,0.0,0
141,2024,M,Municipal,0.0,5.6,601.0,601.0,579.7,803.0,598.0,447.0,Riesgo Alto,0.0,1
142,2024,M,Municipal,0.0,6.2,771.0,783.0,594.3,495.0,524.0,407.0,Riesgo Alto,0.0,1
143,2024,M,Municipal,0.0,6.2,771.0,822.0,617.25,648.0,534.0,412.0,Riesgo Alto,0.0,1
144,2024,M,Particular Subvencionado,0.0,5.6,601.0,648.0,567.65,682.0,598.0,447.0,Riesgo Alto,0.0,1
145,2024,M,Municipal,0.0,6.03,724.0,744.0,623.3,719.0,598.0,447.0,Riesgo Medio,1.0,1
146,2024,M,Municipal,0.0,6.18,766.0,807.0,610.85,592.0,520.0,403.0,Riesgo Alto,0.0,1
147,2024,F,Particular Subvencionado,0.0,5.78,652.0,674.0,608.7,770.0,661.0,485.0,Riesgo Bajo,1.0,0
148,2024,M,Municipal,0.0,6.03,722.0,722.0,669.7,696.0,843.0,643.0,Riesgo Bajo,0.0,0
149,2024,F,Municipal,0.0,6.15,757.0,791.0,634.0,615.0,608.0,459.0,Riesgo Alto,0.0,1
150,2024,M,Municipal,0.0,5.48,571.0,571.0,543.8,559.0,609.0,459.0,Riesgo Alto,0.0,1
151,2024,M,Municipal,0.0,6.33,808.0,871.0,738.25,815.0,915.0,724.0,Riesgo Mínimo,0.0,0
152,2024,M,Particular Subvencionado,0.0,6.08,736.0,737.0,599.65,608.0,548.0,418.0,Riesgo Alto,1.0,1
153,2024,M,Particular Subvencionado,0.0,6.73,922.0,969.0,862.4499999999999,959.0,998.0,911.0,Riesgo Mínimo,0.0,0
154,2024,M,Particular Subvencionado,0.0,5.63,609.0,609.0,588.1999999999999,728.0,661.0,485.0,Riesgo Bajo,0.0,0
155,2024,M,Particular Subvencionado,0.0,5.95,699.0,699.0,603.4000000000001,625.0,598.0,447.0,Riesgo Alto,0.0,1
156,2024,M,Particular Subvencionado,0.0,5.83,667.0,691.0,608.7,728.0,598.0,447.0,Riesgo Alto,0.0,1
157,2024,F,Particular Subvencionado,0.0,5.58,595.0,595.0,518.2,820.0,475.0,370.0,Riesgo Alto,0.0,1
158,2024,M,Municipal,0.0,6.08,738.0,777.0,668.85,583.0,896.0,691.0,Riesgo Bajo,0.0,0
159,2024,M,Particular Subvencionado,0.0,6.1,742.0,755.0,646.75,902.0,601.0,451.0,Riesgo Medio,1.0,1
160,2024,M,Particular Subvencionado,0.0,5.88,680.0,680.0,606.5,866.0,567.0,425.0,Riesgo Medio,1.0,1
161,2024,F,Particular Subvencionado,0.0,6.43,837.0,875.0,648.7,497.0,582.0,436.0,Riesgo Medio,0.0,1
162,2024,M,Municipal,0.0,6.13,751.0,780.0,652.7499999999999,696.0,687.0,503.0,Riesgo Bajo,0.0,0
163,2024,M,Municipal,0.0,6.08,736.0,740.0,657.0,732.0,743.0,558.0,Riesgo Bajo,0.0,0
164,2024,M,Particular Subvencionado,0.0,6.45,843.0,893.0,651.8,599.0,567.0,425.0,Riesgo Medio,0.0,1
165,2024,M,Particular Subvencionado,0.0,6.65,900.0,922.0,740.0,837.0,743.0,558.0,Riesgo Mínimo,0.0,0
169,2024,F,Particular Subvencionado,0.0,6.25,785.0,793.0,687.9499999999999,846.0,952.0,780.0,Riesgo Bajo,0.0,0
170,2024,M,Municipal,0.0,6.68,907.0,1000.0,707.0999999999999,599.0,814.0,613.0,Riesgo Alto,0.0,1
171,2024,F,Municipal,0.0,6.9,970.0,1000.0,783.4499999999999,943.0,984.0,848.0,Riesgo Bajo,0.0,0
172,2024,M,Particular Subvencionado,0.0,6.35,814.0,820.0,554.75,377.0,499.0,385.0,Riesgo Alto,1.0,1
173,2024,F,Particular Subvencionado,0.0,6.83,951.0,1000.0,790.0999999999999,882.0,977.0,828.0,Riesgo Bajo,0.0,0
174,2024,F,Particular Subvencionado,0.0,6.98,994.0,1000.0,765.8000000000001,886.0,879.0,673.0,Riesgo Alto,0.0,1
175,2024,F,Particular Subvencionado,0.0,6.9,970.0,1000.0,812.5500000000001,857.0,996.0,870.0,Riesgo Bajo,0.0,0
176,2024,M,Municipal,0.0,6.28,793.0,830.0,654.65,785.0,598.0,447.0,Riesgo Medio,0.0,1
177,2024,M,Particular Subvencionado,0.0,6.38,823.0,885.0,684.6,837.0,582.0,436.0,Riesgo Bajo,0.0,0
178,2024,M,Municipal,0.0,6.05,729.0,740.0,618.05,757.0,598.0,447.0,Riesgo Medio,1.0,1
179,2024,M,Municipal,0.0,6.5,857.0,931.0,683.0,732.0,598.0,447.0,Riesgo Bajo,0.0,0
180,2024,M,Municipal,0.0,5.78,652.0,652.0,504.70000000000005,469.0,475.0,370.0,Riesgo Alto,1.0,1
181,2024,M,Municipal,0.0,5.4,545.0,545.0,518.2,682.0,534.0,412.0,Riesgo Alto,1.0,1
182,2024,M,Municipal,0.0,6.28,794.0,852.0,698.7,928.0,638.0,478.0,Riesgo Bajo,0.0,0
183,2024,M,Municipal,0.0,5.88,681.0,701.0,622.3,791.0,623.0,471.0,Riesgo Medio,0.0,1
184,2024,M,Particular Subvencionado,0.0,5.83,667.0,692.0,525.95,479.0,485.0,377.0,Riesgo Alto,1.0,1
185,2024,M,Municipal,0.0,5.75,644.0,661.0,500.95000000000005,748.0,485.0,377.0,Riesgo Alto,0.0,1
186,2024,M,Particular Subvencionado,0.0,5.68,622.0,622.0,578.2,701.0,675.0,492.0,Riesgo Bajo,0.0,0
187,2024,M,Municipal,0.0,5.95,700.0,718.0,641.5,837.0,661.0,485.0,Riesgo Bajo,1.0,0
188,2024,M,Municipal,0.0,5.43,554.0,554.0,562.9000000000001,815.0,623.0,471.0,Riesgo Alto,0.0,1
189,2024,M,Particular Subvencionado,0.0,5.48,571.0,571.0,511.09999999999997,517.0,524.0,407.0,Riesgo Alto,0.0,1
190,2024,M,Municipal,0.0,5.78,652.0,661.0,558.15,589.0,524.0,407.0,Riesgo Alto,1.0,1
191,2024,F,Particular Subvencionado,0.0,6.35,814.0,832.0,605.45,713.0,512.0,397.0,Riesgo Alto,0.0,1
192,2024,M,Particular Pagado,0.0,6.38,823.0,843.0,639.0,696.0,638.0,478.0,Riesgo Medio,0.0,1
196,2024,M,Municipal,0.0,5.68,623.0,637.0,539.8000000000001,701.0,512.0,397.0,Riesgo Alto,1.0,1
197,2024,M,Municipal,0.0,6.0,715.0,747.0,666.6,688.0,814.0,613.0,Riesgo Bajo,0.0,0
198,2024,F,Particular Subvencionado,0.0,6.1,745.0,752.0,583.85,579.0,505.0,392.0,Riesgo Alto,1.0,1
199,2024,M,Municipal,0.0,6.5,857.0,903.0,764.3,857.0,952.0,780.0,Riesgo Mínimo,0.0,0
200,2024,M,Particular Subvencionado,0.0,6.58,879.0,928.0,728.75,815.0,675.0,492.0,Riesgo Bajo,0.0,0
201,2024,M,Municipal,0.0,6.28,794.0,829.0,665.7500000000001,713.0,623.0,471.0,Riesgo Medio,1.0,1
202,2024,M,Particular Subvencionado,0.0,6.7,915.0,927.0,705.6,719.0,661.0,485.0,Riesgo Bajo,1.0,0
203,2024,M,Particular Subvencionado,0.0,6.08,736.0,737.0,568.55,545.0,512.0,397.0,Riesgo Alto,0.0,1
204,2024,M,Municipal,0.0,6.48,851.0,895.0,670.2999999999998,791.0,675.0,492.0,Riesgo Alto,0.0,1
205,2024,M,Particular Subvencionado,0.0,6.4,829.0,842.0,649.45,592.0,582.0,436.0,Riesgo Medio,0.0,1
206,2024,M,Particular Subvencionado,0.0,5.75,643.0,643.0,577.7,745.0,572.0,428.0,Riesgo Alto,0.0,1
207,2024,M,Particular Subvencionado,0.0,5.25,497.0,497.0,555.9000000000001,846.0,608.0,459.0,Riesgo Alto,1.0,1
208,2024,M,Particular Subvencionado,0.0,6.18,766.0,811.0,680.75,832.0,687.0,503.0,Riesgo Mínimo,1.0,0
209,2024,F,Particular Subvencionado,0.0,6.33,808.0,821.0,761.95,888.0,967.0,810.0,Riesgo Bajo,0.0,0
211,2024,F,Particular Subvencionado,0.0,6.85,956.0,987.0,748.6,807.0,843.0,643.0,Riesgo Medio,0.0,1
252,2024,M,Particular Subvencionado,0.0,6.63,893.0,927.0,801.1000000000001,988.0,992.0,858.0,Riesgo Mínimo,0.0,0
256,2024,M,Particular Subvencionado,0.0,6.4,828.0,868.0,777.7,888.0,963.0,802.0,Riesgo Bajo,0.0,0
289,2024,M,Particular Pagado,0.0,6.65,900.0,908.0,813.7,902.0,1000.0,977.0,Riesgo Bajo,0.0,0
342,2024,F,Particular Subvencionado,0.0,6.38,823.0,836.0,631.6999999999999,732.0,638.0,478.0,Riesgo Alto,0.0,1
343,2024,M,Particular Subvencionado,0.0,6.53,865.0,890.0,603.0999999999999,524.0,567.0,425.0,Riesgo Alto,0.0,1
350,2024,M,Particular Subvencionado,0.0,5.85,671.0,679.0,659.0999999999999,745.0,896.0,691.0,Riesgo Mínimo,1.0,0
352,2024,F,Particular Subvencionado,0.0,6.6,886.0,991.0,718.8499999999999,857.0,643.0,480.0,Riesgo Medio,0.0,1
374,2024,M,Particular Subvencionado,0.0,6.53,865.0,877.0,790.45,875.0,1000.0,977.0,Riesgo Mínimo,0.0,0
378,2024,M,Municipal,0.0,5.63,608.0,608.0,652.9999999999999,861.0,952.0,780.0,Riesgo Bajo,0.0,0
383,2024,F,Particular Pagado,0.0,6.68,907.0,919.0,788.1,864.0,998.0,911.0,Riesgo Bajo,0.0,0
396,2024,M,Particular Subvencionado,0.0,6.73,923.0,1000.0,761.0,911.0,840.0,640.0,Riesgo Alto,0.0,1
397,2024,F,Municipal,0.0,6.4,828.0,831.0,701.25,832.0,896.0,691.0,Riesgo Alto,0.0,1
499,2024,M,Particular Subvencionado,0.0,5.8,658.0,660.0,577.5000000000001,740.0,548.0,418.0,Riesgo Alto,0.0,1
500,2024,M,Municipal,0.0,5.3,510.0,511.0,531.75,791.0,915.0,724.0,Riesgo Medio,1.0,1
501,2024,M,Particular Subvencionado,0.0,5.63,608.0,608.0,515.5,538.0,499.0,385.0,Riesgo Alto,1.0,1
504,2024,M,Particular Subvencionado,0.0,5.7,628.0,628.0,568.8,625.0,567.0,425.0,Riesgo Alto,1.0,1
505,2024,F,Particular Subvencionado,0.0,6.28,793.0,823.0,677.8000000000001,915.0,783.0,586.0,Riesgo Mínimo,0.0,0
506,2024,M,Particular Subvencionado,0.0,6.1,742.0,786.0,565.5000000000001,696.0,449.0,355.0,Riesgo Alto,0.0,1
513,2024,M,Particular Pagado,0.0,6.25,785.0,785.0,674.85,815.0,862.0,661.0,Riesgo Alto,1.0,1
514,2024,F,Particular Subvencionado,0.0,6.45,842.0,887.0,725.2,807.0,952.0,780.0,Riesgo Alto,0.0,1
524,2024,M,Particular Subvencionado,0.0,6.65,900.0,906.0,696.9,803.0,743.0,558.0,Riesgo Alto,0.0,1
525,2024,M,Particular Subvencionado,0.0,6.63,893.0,974.0,793.9,864.0,998.0,911.0,Riesgo Mínimo,1.0,0
526,2024,M,Particular Subvencionado,0.0,6.4,828.0,850.0,680.4,820.0,707.0,525.0,Riesgo Alto,1.0,1
527,2024,M,Municipal,0.0,6.1,742.0,767.0,753.5999999999999,971.0,1000.0,977.0,Riesgo Mínimo,0.0,0
528,2024,M,Particular Pagado,0.0,6.4,828.0,828.0,766.1999999999999,899.0,1000.0,977.0,Riesgo Medio,0.0,1
545,2024,F,Particular Pagado,0.0,6.6,886.0,913.0,749.5500000000001,732.0,984.0,848.0,Riesgo Medio,0.0,1
546,2024,F,Particular Subvencionado,0.0,6.25,785.0,810.0,744.2499999999999,899.0,1000.0,977.0,Riesgo Mínimo,0.0,0
550,2024,F,Particular Pagado,0.0,6.43,837.0,849.0,648.9000000000001,524.0,675.0,492.0,Riesgo Alto,0.0,1
551,2024,F,Municipal,0.0,6.95,985.0,1000.0,770.65,928.0,952.0,780.0,Riesgo Bajo,0.0,0
552,2024,M,Particular Subvencionado,0.0,6.25,785.0,797.0,718.9,875.0,984.0,848.0,Riesgo Alto,1.0,1
553,2024,F,Particular Subvencionado,0.0,6.58,879.0,881.0,716.9,807.0,896.0,691.0,Riesgo Alto,0.0,1
554,2024,M,Municipal,0.0,6.1,743.0,783.0,599.3,599.0,534.0,412.0,Riesgo Alto,0.0,1
555,2024,M,Particular Subvencionado,0.0,6.58,880.0,1000.0,723.25,850.0,814.0,613.0,Riesgo Alto,1.0,1
567,2024,M,Municipal,0.0,6.6,886.0,894.0,767.3,832.0,896.0,691.0,Riesgo Medio,0.0,1
576,2024,M,Particular Subvencionado,0.0,6.68,907.0,1000.0,773.6999999999999,770.0,992.0,858.0,Riesgo Bajo,0.0,0
577,2024,M,Particular Subvencionado,0.0,6.75,928.0,1000.0,692.95,502.0,814.0,613.0,Riesgo Alto,0.0,1
578,2024,M,Municipal,0.0,6.73,922.0,929.0,752.85,915.0,896.0,691.0,Riesgo Medio,0.0,1
579,2024,M,Particular Subvencionado,0.0,6.98,994.0,1000.0,855.9000000000001,888.0,996.0,870.0,Riesgo Mínimo,0.0,0
580,2024,M,Particular Subvencionado,0.0,6.45,842.0,895.0,766.2500000000001,915.0,984.0,848.0,Riesgo Alto,0.0,1
586,2024,M,Particular Subvencionado,0.0,6.5,856.0,862.0,771.0500000000001,943.0,996.0,870.0,Riesgo Medio,0.0,1
587,2024,M,Particular Subvencionado,0.0,6.23,779.0,822.0,730.4,857.0,996.0,870.0,Riesgo Alto,0.0,1
588,2024,F,Municipal,0.0,6.5,856.0,863.0,727.9499999999999,872.0,935.0,751.0,Riesgo Alto,0.0,1
589,2024,F,Particular Pagado,0.0,6.88,965.0,973.0,792.2000000000002,815.0,992.0,858.0,Riesgo Bajo,1.0,0
592,2024,M,Municipal,0.0,6.53,865.0,912.0,648.0999999999999,837.0,582.0,436.0,Riesgo Alto,0.0,1
593,2024,F,Municipal,0.0,6.63,893.0,974.0,750.4499999999999,872.0,952.0,780.0,Riesgo Medio,0.0,1
594,2024,M,Municipal,0.0,6.53,865.0,983.0,623.65,608.0,520.0,403.0,Riesgo Alto,0.0,1
615,2024,M,Particular Subvencionado,0.0,6.23,779.0,807.0,757.8,912.0,996.0,875.0,Riesgo Medio,0.0,1
616,2024,F,Municipal,0.0,6.58,880.0,992.0,715.25,791.0,783.0,586.0,Riesgo Medio,0.0,1
617,2024,F,Municipal,0.0,6.3,799.0,799.0,729.9999999999999,911.0,984.0,848.0,Riesgo Alto,0.0,1
618,2024,M,Municipal,0.0,6.35,815.0,905.0,756.1,925.0,992.0,858.0,Riesgo Alto,0.0,1
619,2024,M,Particular Subvencionado,0.0,6.15,757.0,757.0,605.65,815.0,609.0,459.0,Riesgo Alto,0.0,1
620,2024,M,Particular Subvencionado,0.0,6.08,736.0,759.0,769.5500000000001,943.0,998.0,911.0,Riesgo Medio,0.0,1
621,2024,M,Particular Pagado,0.0,5.98,708.0,708.0,577.7,641.0,661.0,485.0,Riesgo Medio,1.0,1
622,2024,M,Municipal,0.0,6.15,757.0,762.0,577.85,740.0,661.0,485.0,Riesgo Alto,0.0,1
631,2024,M,Municipal,0.0,5.95,699.0,724.0,610.6500000000001,834.0,609.0,459.0,Riesgo Medio,0.0,1
632,2024,M,Particular Pagado,0.0,5.88,680.0,680.0,639.0,850.0,743.0,558.0,Riesgo Alto,1.0,1
633,2024,F,Particular Subvencionado,0.0,5.95,699.0,732.0,693.2500000000001,854.0,906.0,710.0,Riesgo Bajo,0.0,0
634,2024,F,Particular Subvencionado,0.0,6.33,808.0,834.0,750.9499999999999,857.0,996.0,870.0,Riesgo Mínimo,0.0,0
635,2024,F,Municipal,0.0,6.35,815.0,853.0,690.9,761.0,675.0,492.0,Riesgo Alto,0.0,1
636,2024,M,Particular Subvencionado,0.0,6.18,765.0,789.0,741.1999999999999,899.0,984.0,848.0,Riesgo Alto,0.0,1
637,2024,M,Municipal,0.0,6.58,880.0,943.0,746.55,899.0,896.0,691.0,Riesgo Alto,0.0,1
638,2024,M,Particular Subvencionado,0.0,6.45,842.0,848.0,717.6500000000001,775.0,935.0,751.0,Riesgo Alto,0.0,1
639,2024,F,Particular Pagado,0.0,6.75,928.0,947.0,637.5500000000001,564.0,567.0,425.0,Riesgo Alto,1.0,1
640,2024,M,Particular Subvencionado,0.0,5.9,685.0,685.0,715.8,928.0,998.0,911.0,Riesgo Bajo,1.0,0
641,2024,F,Particular Subvencionado,0.0,5.98,708.0,721.0,601.25,713.0,619.0,469.0,Riesgo Medio,0.0,1
642,2024,M,Municipal,0.0,6.33,808.0,850.0,703.1,915.0,582.0,436.0,Riesgo Alto,1.0,1
643,2024,M,Particular Subvencionado,0.0,6.28,793.0,813.0,726.45,943.0,952.0,780.0,Riesgo Bajo,0.0,0
644,2024,F,Particular Subvencionado,0.0,6.05,727.0,727.0,661.4499999999999,899.0,862.0,661.0,Riesgo Bajo,0.0,0
645,2024,F,Particular Pagado,0.0,6.48,851.0,862.0,736.3,864.0,992.0,858.0,Riesgo Medio,0.0,1
646,2024,M,Particular Subvencionado,0.0,5.63,608.0,608.0,644.6500000000001,857.0,984.0,848.0,Riesgo Bajo,0.0,0
647,2024,F,Particular Subvencionado,0.0,6.58,879.0,926.0,760.25,832.0,879.0,673.0,Riesgo Bajo,1.0,0
648,2024,M,Particular Pagado,0.0,5.93,694.0,694.0,607.35,895.0,608.0,459.0,Riesgo Alto,1.0,1
649,2024,F,Particular Subvencionado,0.0,6.53,865.0,869.0,742.8000000000001,850.0,984.0,848.0,Riesgo Medio,1.0,1
650,2024,M,Municipal,0.0,6.73,923.0,1000.0,755.35,857.0,879.0,673.0,Riesgo Alto,0.0,1
651,2024,M,Particular Subvencionado,0.0,6.43,837.0,883.0,784.0000000000001,987.0,998.0,911.0,Riesgo Medio,0.0,1
657,2024,F,Particular Subvencionado,0.0,6.2,771.0,812.0,750.0500000000001,854.0,980.0,839.0,Riesgo Bajo,0.0,0
658,2024,F,Particular Pagado,0.0,6.9,970.0,985.0,792.75,837.0,967.0,810.0,Riesgo Mínimo,0.0,0
659,2024,M,Particular Subvencionado,0.0,6.78,937.0,963.0,727.4,785.0,896.0,691.0,Riesgo Medio,0.0,1
660,2024,F,Particular Subvencionado,0.0,6.5,856.0,1000.0,779.15,975.0,992.0,858.0,Riesgo Alto,0.0,1
661,2024,M,Municipal,0.0,6.38,823.0,824.0,746.8,911.0,998.0,911.0,Riesgo Medio,1.0,1
662,2024,M,Particular Subvencionado,0.0,6.83,951.0,958.0,773.9499999999999,872.0,952.0,780.0,Riesgo Bajo,0.0,0
663,2024,M,Municipal,0.0,6.38,823.0,857.0,691.3,866.0,840.0,640.0,Riesgo Bajo,0.0,0
668,2024,M,Particular Subvencionado,0.0,6.33,808.0,834.0,767.65,971.0,984.0,848.0,Riesgo Alto,1.0,1
669,2024,M,Particular Subvencionado,0.0,6.93,979.0,1000.0,831.0500000000001,925.0,1000.0,977.0,Riesgo Bajo,0.0,0
